ID,N_VICTIMAS,FECHA,AÑO,MES,DIA,HORA,HORA_ENTERA,TIPO_DE_CALLE,CALLE,COMUNA,COORDINADA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO,ROL,SEXO,EDAD
2017-0092,1,2017/07/24,2017,7,24,22:16:01,22,AUTOPISTA,AUTOPISTA 25 DE MAYO,1,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,PEATON,M,66
2017-0093,1,2017/07/25,2017,7,25,16:48:40,16,AUTOPISTA,"LUGONES, LEOPOLDO AV.",13,Point (102474.90818824 108830.74789029),-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,PEATON,M,SD
2017-0094,1,2017/07/27,2017,7,27,8:50:00,8,CALLE,"HUGO, VICTOR",10,Point (94212.26181299 101286.25735606),-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,F,56
2017-0095,1,2017/08/06,2017,8,6,8:00:00,8,AVENIDA,CORDOBA AV.,14,Point (104068.94257873 103491.45652529),-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,36
2017-0096,1,2017/08/07,2017,8,7,19:50:00,19,AVENIDA,CABILDO AV.,13,Point (99608.90354249 108823.89449537),-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,87
2017-0098,1,2017/08/08,2017,8,8,12:10:00,12,CALLE,"BONIFACIO, JOSE",7,Point (100563.22594607 99771.56223988),-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,PEATON,F,61
2017-0099,1,2017/08/17,2017,8,17,19:45:00,19,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",14,Point (103600.34605991 107446.36084135),-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,M,28
2017-0100,1,2017/08/21,2017,8,21,7:45:00,7,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,3,Point (106103.99852157 101567.67895783),-58.39674470,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,F,16
2017-0101,1,2017/08/23,2017,8,23,10:00:00,10,AVENIDA,"LACROZE, FEDERICO AV.",13,Point (101644.77699748 106480.78805418),-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,PEATON,F,61
2017-0102,1,2017/08/24,2017,8,24,1:10:00,1,AVENIDA,"IRIARTE, GRAL. AV.",4,Point (105750.92237188 97579.79677541),-58.40056767,-34.65107080,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,46
2017-0104,1,2017/08/25,2017,8,25,9:00:00,9,AVENIDA,9 DE JULIO AV.,1,Point (107538.91933237 101188.13128502),-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,PEATON,F,18
2017-0106,1,2017/08/31,2017,8,31,19:50:00,19,CALLE,FRAY JUSTO SANTAMARIA DE ORO,14,Point (103483.20578848 105425.94020024),-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,85
2017-0107,1,2017/09/01,2017,9,1,11:30:00,11,AVENIDA,DEL LIBERTADOR AV.,13,Point (100245.64635241 109464.60244956),-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,41
2017-0108,2,2017/09/02,2017,9,2,4:53:08,4,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,M,17
2017-0108,2,2017/09/02,2017,9,2,4:53:08,4,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,M,10
2017-0109,1,2017/09/04,2017,9,4,21:00:00,21,AVENIDA,DIRECTORIO AV.,7,Point (99266.22533505 99180.83096967),-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,21
2017-0110,1,2017/09/06,2017,9,6,14:15:00,14,AVENIDA,LAVALLE,1,Point (108513.43549456 103032.95078343),-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,56
2017-0111,1,2017/09/07,2017,9,7,18:23:37,18,CALLE,USPALLATA,4,Point (103948.02389064 98549.15451723),-58.42023854,-34.64234110,PEATON-CARGAS,PEATON,CARGAS,PEATON,F,79
2017-0112,2,2017/09/10,2017,9,10,9:32:17,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,7,Point (100479.14412395 98812.52258620),-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,M,1
2017-0112,2,2017/09/10,2017,9,10,9:32:17,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,7,Point (100479.14412395 98812.52258620),-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,M,SD
2017-0113,1,2017/09/11,2017,9,11,6:30:00,6,AVENIDA,SANTA FE AV.,1,Point (107918.77617420 103716.42961253),-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,76
2017-0114,1,2017/09/15,2017,9,15,2:30:00,2,AVENIDA,ALVEAR AV.,2,Point (106632.70892338 104910.17381357),-58.39100580,-34.58498660,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,M,26
2017-0115,1,2017/09/19,2017,9,19,18:52:33,18,AVENIDA,PAVON AV.,5,Point (103803.42869640 99818.79654291),-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,M,34
2017-0116,1,2017/09/20,2017,9,20,22:24:00,22,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (95357.86744200 105380.41895972),-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,M,22
2017-0118,1,2017/09/22,2017,9,22,7:02:09,7,AVENIDA,VIEYTES,4,Point (108016.39016447 97439.36817481),-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,F,26
2017-0120,1,2017/10/02,2017,10,2,15:55:33,15,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,Point (99113.17852207 96319.06728520),-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,20
2017-0123,1,2017/10/10,2017,10,10,1:05:38,1,AVENIDA,ALBARI?O,8,Point (99518.38660571 95241.63338177),-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,PEATON,F,36
2017-0124,1,2017/10/12,2017,10,12,14:40:28,14,CALLE,"RAMIREZ DE VELASCO, JUAN",15,Point (101904.43474476 104150.89892205),-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,51
2017-0125,1,2017/10/13,2017,10,13,6:12:20,6,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,Point (99732.19478660 94453.36361177),-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,M,29
2017-0126,2,2017/10/14,2017,10,14,6:15:00,6,AVENIDA,RIESTRA AV.,8,Point (98466.20276785 94207.42419155),-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,M,39
2017-0126,2,2017/10/14,2017,10,14,6:15:00,6,AVENIDA,RIESTRA AV.,8,Point (98466.20276785 94207.42419155),-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,M,36
2017-0127,1,2017/10/16,2017,10,16,7:45:00,7,AVENIDA,GALLO,2,Point (104713.04838502 103467.44528033),-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,M,24
2017-0128,1,2017/10/17,2017,10,17,12:30:00,12,CALLE,"ARANGUREN, JUAN F., DR.",6,Point (102105.12699179 101749.49668435),-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,60
2017-0129,1,2017/10/26,2017,10,26,19:15:15,19,AUTOPISTA,AUTOPISTA PERITO MORENO,9,Point (99243.41866587 97782.67879316),-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,57
2017-0130,1,2017/10/27,2017,10,27,5:30:00,5,AVENIDA,CHORROARIN,15,Point (98575.30034704 103283.44421792),-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,M,23
2017-0132,1,2017/10/30,2017,10,30,14:00:00,14,AVENIDA,COSQUIN,8,Point (99796.45945783 92847.91633262),-58.46552171,-34.69374130,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,23
2017-0134,1,2017/11/06,2017,11,6,18:00:00,18,AVENIDA,"ROCA, CNEL. AV.",8,Point (101915.86954232 95727.75538814),-58.44239720,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,47
2017-0135,1,2017/11/07,2017,11,7,12:14:10,12,AVENIDA,WARNES AV.,15,Point (99355.48397222 103660.98712619),-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,24
2017-0136,1,2017/11/16,2017,11,16,8:43:00,8,AVENIDA,BARCO CENTENERA DEL,4,Point (104127.10295709 97119.53980201),-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,55
2017-0137,1,2017/11/17,2017,11,17,11:45:00,11,AVENIDA,MOSCONI GENERAL AV.,11,Point (95458.27090734 104045.28333021),-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,PEATON,F,60
2017-0138,1,2017/11/19,2017,11,19,10:30:00,10,AVENIDA,LAFUENTE AV.,7,Point (100065.47249269 98381.80497378),-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,M,25
2017-0139,1,2017/11/19,2017,11,19,22:30:00,22,AVENIDA,"ROCA, CNEL. AV.",8,Point (101160.07257435 94368.23344193),-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,F,15
2017-0140,1,2017/11/19,2017,11,19,23:22:17,23,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,0,0,0,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,24
2017-0141,1,2017/11/23,2017,11,23,19:45:00,19,AVENIDA,LA PLATA AV.,6,Point (103312.47684665 100458.27902411),-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,22
2017-0143,1,2017/11/25,2017,11,25,21:45:00,21,CALLE,"TRELLES, MANUEL R.",11,Point (99897.24182072 102443.29154512),-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,M,50
2017-0144,1,2017/11/26,2017,11,26,6:45:00,6,GRAL PAZ,"ROCA, CNEL. AV.",8,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,F,50
2017-0145,1,2017/11/26,2017,11,26,17:05:00,17,CALLE,MAZA,5,Point (104266.88124229 101889.22080612),-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,58
2017-0147,1,2017/11/28,2017,11,28,11:15:00,11,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (96405.76679348 94981.38013791),-58.50251790,-34.67450313,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,49
2017-0148,1,2017/11/29,2017,11,29,10:45:00,10,AVENIDA,SAN JUAN AV.,3,Point (105155.42991407 100540.06938064),-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,82
2017-0149,1,2017/11/30,2017,11,30,12:20:00,12,AVENIDA,PASEO COLON AV.,1,Point (108605.31247489 101604.53195530),-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,13
2017-0150,1,2017/12/04,2017,12,4,1:15:00,1,AVENIDA,RIVADAVIA AV.,9,Point (95589.03838155 98881.22999034),-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,PEATON,M,56
2017-0151,1,2017/12/04,2017,12,4,2:15:00,2,CALLE,VIEYTES,4,Point (108130.20782757 97076.54120716),-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,SD
2017-0152,1,2017/12/06,2017,12,6,17:30:00,17,CALLE,CACHI,4,Point (104752.14395609 97617.14934540),-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,M,19
2017-0153,2,2017/12/11,2017,12,11,2:00:00,2,AVENIDA,ROSARIO,6,Point (103186.65733155 101217.09689755),-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,M,SD
2017-0153,2,2017/12/11,2017,12,11,2:00:00,2,AVENIDA,ROSARIO,6,Point (103186.65733155 101217.09689755),-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,30
2017-0154,1,2017/12/11,2017,12,11,9:15:00,9,AVENIDA,ENTRE RIOS AV.,4,Point (106688.43418876 99459.27505947),-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,76
2017-0155,1,2017/12/12,2017,12,12,21:25:41,21,AVENIDA,RIVADAVIA AV.,7,Point (100674.98109200 100299.64949548),-58.45593915,-34.62656868,SD-MOTO,SD,MOTO,SD,M,77
2017-0157,1,2017/12/17,2017,12,17,9:02:00,9,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (94007.62506099 98145.35456663),-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,M,53
2017-0158,1,2017/12/18,2017,12,18,21:30:00,21,GRAL PAZ,GUALEGUAYCHU,11,Point (94764.11350214 103903.32150283),-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,32
2017-0159,1,2017/12/20,2017,12,20,4:31:27,4,AVENIDA,INDEPENDENCIA AV.,1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,27
2017-0160,1,2017/12/22,2017,12,22,13:15:00,13,AVENIDA,NAZCA AV.,7,Point (99317.63492514 100172.19114010),-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,PEATON,F,30
2017-0161,1,2017/12/26,2017,12,26,15:30:00,15,AVENIDA,"PERON, EVA AV.",9,Point (98285.13000363 96624.14779705),-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,PEATON,F,30
2018-0001,1,2018/01/01,2018,1,1,22:50:00,22,AVENIDA,SAN JUAN AV.,3,Point (106229.70400707 100696.43939679),-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,PEATON,M,83
2018-0002,1,2018/01/03,2018,1,3,16:40:00,16,CALLE,PERU,1,Point (108138.18410245 101140.78821350),-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,F,26
2018-0003,1,2018/01/05,2018,1,5,10:12:00,10,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",15,Point (101348.13972450 102808.02053976),-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,PEATON,F,58
2018-0004,1,2018/01/09,2018,1,9,09:40:00,9,AVENIDA,DEL LIBERTADOR AV.,13,Point (100183.96103971 109533.84269558),-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,M,39
2018-0005,1,2018/01/09,2018,1,9,22:30:00,22,AVENIDA,PASEO COLON AV.,1,Point (108641.50518777 101075.93727953),-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,54
2018-0006,1,2018/01/10,2018,1,10,21:15:00,21,CALLE,VALLE,6,Point (102079.59903748 100474.45881577),-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,F,45
2018-0007,1,2018/01/11,2018,1,11,02:30:00,2,AUTOPISTA,AUTOPISTA PERITO MORENO,9,Point (94340.14761734 99250.24722124),-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,M,46
2018-0008,1,2018/01/12,2018,1,12,17:50:00,17,AVENIDA,"HUERGO, ING. AV.",1,Point (108868.80749430 101370.51785663),-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,F,32
2018-0009,1,2018/01/14,2018,1,14,2:00:00,2,AVENIDA,PILCOMAYO,4,Point (108796.38792642 100177.06810505),-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,19
2018-0010,1,2018/01/18,2018,1,18,5:10:00,5,CALLE,CERVANTES,10,Point (96810.81688812 99875.56613013),-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,40
2018-0011,1,2018/01/19,2018,1,19,10:30:00,10,AVENIDA,CALLAO AV.,2,Point (106639.47032605 104255.89970551),-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,84
2018-0012,1,2018/01/26,2018,1,26,13:30:00,13,CALLE,OLIDEN,8,Point (99466.65991849 94317.70888094),-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,20
2018-0013,1,2018/01/28,2018,1,28,08:15:00,8,AVENIDA,CONGRESO AV.,12,Point (97860.62977748 106812.00802724),-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,44
2018-0014,1,2018/01/31,2018,1,31,20:00:00,20,AVENIDA,"MORENO, PERITO AV.",7,Point (102067.32140821 97610.71255013),-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO,PEATON,M,SD
2018-0015,2,2018/02/06,2018,2,6,01:00:00,1,AVENIDA,AUSTRALIA AV.,4,Point (107053.47849253 98047.93724144),-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,28
2018-0015,2,2018/02/06,2018,2,6,01:00:00,1,AVENIDA,AUSTRALIA AV.,4,Point (107053.47849253 98047.93724144),-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,M,19
2018-0016,1,2018/02/15,2018,2,15,10:15:00,10,AVENIDA,DEL LIBERTADOR AV.,1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,31
2018-0017,1,2018/02/17,2018,2,17,04:15:00,4,AVENIDA,SAN PEDRITO AV.,7,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO,PEATON,M,35
2018-0018,1,2018/02/17,2018,2,17,07:15:00,7,CALLE,ISABEL LA CATOLICA,4,Point (108363.47256437 98202.84498754),-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,26
2018-0019,1,2018/02/17,2018,2,17,12:30:00,12,AVENIDA,LAS HERAS GENERAL AV.,2,Point (106550.65433457 104158.41702434),-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,80
2018-0020,1,2018/02/19,2018,2,19,22:00:00,22,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,8,Point (101207.19032483 96015.90575056),-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,26
2018-0021,1,2018/02/22,2018,2,22,10:45:00,10,AVENIDA,"ALCORTA, AMANCIO AV.",4,Point (105634.57202683 98201.36000813),-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,62
2018-0022,1,2018/02/24,2018,2,24,00:00:00,0,AVENIDA,"MONTES DE OCA, MANUEL AV.",4,Point (108149.86840397 98842.98534187),-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,28
2018-0023,1,2018/02/24,2018,2,24,06:00:00,6,CALLE,BARCO CENTENERA DEL,6,Point (102035.73876399 100936.73706899),-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,28
2018-0024,1,2018/02/28,2018,2,28,23:00:00,23,AVENIDA,ALVAREZ THOMAS AV.,15,Point (99305.05235104 105657.19134383),-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,70
2018-0025,1,2018/03/04,2018,3,4,22:30:00,22,AVENIDA,AVELLANEDA AV.,7,Point (100337.26455822 100756.41076314),-58.45962210,-34.62245140,PEATON-AUTO,PEATON,AUTO,PEATON,M,70
2018-0026,2,2018/03/09,2018,3,9,04:45:00,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",4,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,CONDUCTOR,M,24
2018-0026,2,2018/03/09,2018,3,9,04:45:00,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",4,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,M,30
2018-0027,1,2018/03/11,2018,3,11,23:00:00,23,CALLE,CASTRO,5,Point (104051.46146857 99117.09528964),-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO,PEATON,F,74
2018-0028,1,2018/03/13,2018,3,13,15:45:00,15,AVENIDA,"BILBAO, FRANCISCO AV.",9,Point (99275.15851476 98531.15835355),-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,71
2018-0029,1,2018/03/15,2018,3,15,18:00:00,18,AVENIDA,NAZCA AV.,11,Point (99001.33520474 100973.19474422),-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,26
2018-0030,1,2018/03/20,2018,3,20,01:30:00,1,AVENIDA,PLAZA,15,Point (99641.71055660 105570.42188351),-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,24
2018-0031,1,2018/03/28,2018,3,28,10:15:00,10,AVENIDA,GAONA AV.,11,Point (99468.64184992 101272.71412938),-58.46909362,-34.61779710,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,31
2018-0032,1,2018/04/02,2018,4,2,13:00:00,13,AVENIDA,CABILDO AV.,13,Point (101491.71965442 106698.43843791),-58.44704343,-34.56888640,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,70
2018-0033,1,2018/04/07,2018,4,7,7:30:00,7,AVENIDA,CAMARONES,10,Point (96143.57848535 100026.85558450),-58.50535541,-34.62902048,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,F,42
2018-0034,1,2018/04/11,2018,4,11,18:15:00,18,AVENIDA,SANTA FE AV.,2,Point (105786.93203839 103775.29320399),-58.40021675,-34.59522198,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,24
2018-0035,1,2018/04/12,2018,4,12,16:45:00,16,AVENIDA,RIVADAVIA AV.,7,Point (100003.66169818 100008.18099088),-58.46325991,-34.62919627,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,39
2018-0036,1,2018/04/13,2018,4,13,23:15:00,23,AVENIDA,SAN MARTIN AV.,15,Point (97118.17245497 103585.17867883),-58.49471482,-34.59694755,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,37
2018-0037,1,2018/04/18,2018,4,18,18:45:00,18,AVENIDA,CORDOBA AV.,2,Point (105923.35790409 103271.83194351),-58.39872610,-34.59975962,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,84
2018-0038,2,2018/04/20,2018,4,20,17:10:00,17,AVENIDA,RIVADAVIA AV.,1,Point (106840.31999667 102262.72809661),-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,F,59
2018-0038,2,2018/04/20,2018,4,20,17:10:00,17,AVENIDA,RIVADAVIA AV.,1,Point (106840.31999667 102262.72809661),-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,M,61
2018-0039,1,2018/04/21,2018,4,21,22:15:00,22,AUTOPISTA,"LUGONES, LEOPOLDO AV.",14,0,0,0,PEATON-AUTO,PEATON,AUTO,PEATON,M,37
2018-0040,1,2018/04/27,2018,4,27,11:00:00,11,CALLE,"FREIRE, RAMON, CAP. GRAL.",13,Point (100590.76036525 106235.55299971),-58.45686132,-34.57305993,PEATON-CARGAS,PEATON,CARGAS,PEATON,F,SD
2018-0041,1,2018/04/27,2018,4,27,13:30:00,13,AVENIDA,LA PLATA AV.,4,Point (103711.66698694 98495.65433114),-58.42281627,-34.64282424,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,78
2018-0042,1,2018/04/27,2018,4,27,18:43:00,18,CALLE,BRANDSEN,4,Point (107026.83754260 98858.75172681),-58.38666024,-34.63953396,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,M,23
2018-0043,1,2018/04/28,2018,4,28,06:30:00,6,AVENIDA,"VILARDEBO, TEODORO",11,Point (97438.46582767 101907.03915052),-58.49122843,-34.61207587,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,25
2018-0044,1,2018/04/28,2018,4,28,09:00:00,9,AVENIDA,ALBERTI,3,Point (105715.04318224 101174.58167004),-58.40098306,-34.61866627,PEATON-AUTO,PEATON,AUTO,PEATON,F,50
2018-0045,1,2018/04/30,2018,4,30,07:00:00,7,AVENIDA,ALVAREZ THOMAS AV.,13,Point (100808.33159423 105557.81994917),-58.45448963,-34.57916920,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,M,60
2018-0046,1,2018/05/02,2018,5,2,03:15:00,3,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (93950.50587297 98883.37644525),-58.52927982,-34.63931752,PEATON-AUTO,PEATON,AUTO,PEATON,M,11
2018-0047,1,2018/05/08,2018,5,8,19:00:00,19,AVENIDA,CORRIENTES AV.,15,Point (101440.29935254 104167.40204334),-58.44759966,-34.59170240,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,82
2018-0048,1,2018/05/09,2018,5,9,10:30:00,10,AVENIDA,RIVADAVIA AV.,7,Point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,57
2018-0049,1,2018/05/11,2018,5,11,19:15:00,19,CALLE,QUESADA,13,Point (100107.11808300 108354.57023193),-58.46213220,-34.55395823,PEATON-AUTO,PEATON,AUTO,PEATON,F,40
2018-0050,1,2018/05/14,2018,5,14,18:45:00,18,AVENIDA,CABILDO AV.,13,Point (100606.16651489 107458.45493347),-58.45669422,-34.56203610,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,47
2018-0051,1,2018/05/15,2018,5,15,21:15:00,21,CALLE,CALIFORNIA,4,Point (109491.72835084 98425.60443682),-58.35977160,-34.64341878,PEATON-AUTO,PEATON,AUTO,PEATON,F,57
