ID,N_VICTIMAS,FECHA,AÑO,MES,DIA,HORA,HORA_ENTERA,TIPO_DE_CALLE,CALLE,COMUNA,COORDINADA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO,ROL,SEXO,EDAD
2016-0134,1,2016/10/23,2016,10,23,5:00:00,5,AVENIDA,PIEDRA BUENA AV.,8,Point (97612.37609226 94761.81268260),-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,M,25
2016-0135,1,2016/10/24,2016,10,24,5:00:00,5,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",14,Point (103734.76257993 107235.78328415),-58.42260225,-34.56403694,PEATON-SD,PEATON,SD,PEATON,M,29
2016-0136,1,2016/10/25,2016,10,25,0:00:00,0,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,4,0,0,0,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,SD,SD
2016-0137,1,2016/10/25,2016,10,25,0:39:00,0,AVENIDA,SAN MARTIN AV.,11,Point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,30
2016-0138,1,2016/10/27,2016,10,27,20:30:00,20,AVENIDA,CABILDO AV.,13,Point (100385.69739031 107770.04028070),-58.45909670,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,F,33
2016-0139,1,2016/10/28,2016,10,28,23:00:00,23,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",14,Point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,F,35
2016-0140,1,2016/10/31,2016,10,31,2:58:00,2,AVENIDA,JURAMENTO AV.,13,Point (100700.71684791 107520.92282315),-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,M,20
2016-0142,1,2016/11/05,2016,11,5,23:30:00,23,AVENIDA,DEL LIBERTADOR AV.,1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,46
2016-0143,1,2016/11/06,2016,11,6,4:41:00,4,AVENIDA,27 DE FEBRERO AV.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,MOTO-SD,MOTO,SD,CONDUCTOR,M,35
2016-0144,1,2016/11/07,2016,11,7,12:10:00,12,AVENIDA,"BROWN, ALTE. AV.",4,Point (109494.82838112 99532.69117874),-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,83
2016-0145,1,2016/11/07,2016,11,7,20:56:00,20,AVENIDA,DEL LIBERTADOR AV.,13,Point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,39
2016-0146,1,2016/11/09,2016,11,9,20:00:00,20,AVENIDA,PICHINCHA AV.,4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,29
2016-0147,1,2016/11/16,2016,11,16,21:15:00,21,AVENIDA,INDEPENDENCIA AV.,1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS,PASAJERO_ACOMPAÑANTE,M,55
2016-0148,1,2016/11/16,2016,11,16,22:20:00,22,AVENIDA,GARMENDIA AV.,15,Point (99810.88349598 103818.87868694),-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,SD
2016-0150,1,2016/11/18,2016,11,18,18:20:00,18,AVENIDA,"ALCORTA, AMANCIO AV.",4,Point (104996.91619776 97395.92929535),-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,M,41
2016-0152,1,2016/11/23,2016,11,23,21:10:00,21,AVENIDA,"MORENO, PERITO AV.",7,Point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,42
2016-0153,1,2016/11/25,2016,11,25,15:42:00,15,AVENIDA,ARAOZ,15,Point (103130.82393478 103817.27945358),-58.42917090,-34.59485488,PEATON-MOTO,PEATON,MOTO,PEATON,F,83
2016-0154,1,2016/11/26,2016,11,26,14:14:00,14,GRAL PAZ,"PAZ, GRAL. AV.",8,Point (97546.12845734 94093.36420523),-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,38
2016-0155,1,2016/11/26,2016,11,26,16:50:00,16,CALLE,MADERO,10,Point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO,PEATON,F,29
2016-0156,1,2016/11/26,2016,11,26,19:40:00,19,AVENIDA,INDEPENDENCIA AV.,3,Point (105219.14271583 101089.92439911),-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,23
2016-0157,1,2016/12/03,2016,12,3,6:40:00,6,AVENIDA,"JUSTO, JUAN B. AV.",11,Point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,23
2016-0159,1,2016/12/04,2016,12,4,7:21:00,7,AVENIDA,27 DE FEBRERO AV.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,AUTO-SD,AUTO,SD,CONDUCTOR,M,23
2016-0160,1,2016/12/06,2016,12,6,5:30:00,5,AUTOPISTA,AUTOPISTA PERITO MORENO,9,Point (94867.91408532 99212.26216105),-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,CONDUCTOR,M,29
2016-0161,1,2016/12/06,2016,12,6,7:22:00,7,AVENIDA,SANTA FE AV.,14,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,50
2016-0162,1,2016/12/07,2016,12,7,5:00:00,5,AVENIDA,"LACROZE, FEDERICO AV.",15,Point (100856.34310085 104890.83521057),-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO,PEATON,M,38
2016-0163,1,2016/12/10,2016,12,10,7:30:00,7,GRAL PAZ,"PAZ, GRAL. AV.",11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,23
2016-0164,1,2016/12/11,2016,12,11,6:16:00,6,AVENIDA,LA PLATA AV.,4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,M,29
2016-0165,1,2016/12/12,2016,12,12,8:25:00,8,AVENIDA,"GARCIA, MARTIN AV.",4,Point (108623.21898604 100090.41541188),-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,M,37
2016-0168,1,2016/12/13,2016,12,13,10:40:00,10,AVENIDA,LA PLATA AV.,4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,43
2016-0169,1,2016/12/15,2016,12,15,15:30:00,15,AVENIDA,NU?EZ,12,Point (98526.50846677 108043.08552265),-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,24
2016-0170,1,2016/12/19,2016,12,19,17:10:00,17,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (96082.96647324 107261.96873833),-58.50598256,-34.56379980,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,M,21
2016-0171,1,2016/12/25,2016,12,25,19:00:00,19,AUTOPISTA,"HUERGO, ING. AV.",1,Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,SD,SD
2016-0172,1,2016/12/26,2016,12,26,8:00:00,8,AVENIDA,"GARAY, JUAN DE AV.",5,Point (104044.75501725 99724.84699960),-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,38
2016-0173,1,2016/12/26,2016,12,26,19:52:00,19,AVENIDA,DIRECTORIO AV.,7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,35
2016-0174,1,2016/12/27,2016,12,27,0:00:00,0,AUTOPISTA,AUTOPISTA 25 DE MAYO,SD,0,0,0,SD-SD,SD,SD,SD,SD,SD
2016-0175,1,2016/12/27,2016,12,27,8:15:00,8,CALLE,"FALCON, RAMON L.,CNEL.",7,Point (100243.74197213 99962.81893983),-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,F,SD
2016-0176,1,2016/12/28,2016,12,28,1:41:00,1,AVENIDA,BELGRANO AV.,1,Point (108597.31948169 101875.41306445),-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,28
2016-0177,1,2016/12/29,2016,12,29,4:00:00,4,CALLE,ARENALES,14,Point (104920.46334566 104589.99681258),-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO,PEATON,F,27
2016-0178,1,2016/12/30,2016,12,30,16:18:00,16,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,3,Point (105541.07964363 101532.48653010),-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE,PEATON,F,7
2017-0001,1,2017/01/02,2017,1,2,1:00:00,1,AVENIDA,"JUSTO, JUAN B. AV.",11,Point (99757.62471161 102105.99371863),-58.46594230,-34.61028571,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,18
2017-0003,1,2017/01/05,2017,1,5,3:10:00,3,AVENIDA,OLAVARRIA,4,Point (106759.07058844 98352.11326541),-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,M,33
2017-0007,1,2017/01/11,2017,1,11,17:00:00,17,CALLE,LIMA,1,Point (107491.43483173 101547.26343171),-58.38161660,-34.61529543,MULTIPLE,PEATON,MULTIPLE,PEATON,M,48
2017-0008,1,2017/01/16,2017,1,16,0:40:00,0,CALLE,"CABRERA, JOSE A.",14,Point (102213.80136590 104917.03799721),-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,29
2017-0009,1,2017/01/16,2017,1,16,13:56:00,13,AUTOPISTA,AUTOPISTA 25 DE MAYO,5,Point (104341.1368196 100202.74363294),-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,36
2017-0010,1,2017/01/16,2017,1,16,16:30:00,16,AVENIDA,DIRECTORIO AV.,6,Point (102535.57417570 100108.76675064),-58.43564880,-34.62828656,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,23
2017-0011,1,2017/01/22,2017,1,22,2:30:00,2,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,F,29
2017-0012,1,2017/01/24,2017,1,24,14:00:00,14,CALLE,TRAFUL,4,Point (104914.66823035 97637.72796868),-58.40969005,-34.65055290,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,30
2017-0013,1,2017/01/27,2017,1,27,7:00:00,7,AVENIDA,"IRIARTE, GRAL. AV.",4,Point (106744.80812193 97588.11558612),-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,4
2017-0014,1,2017/01/28,2017,1,28,8:27:34,8,AVENIDA,DONADO,12,Point (97378.59173196 108741.41437861),-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,F,22
2017-0015,1,2017/02/02,2017,2,2,15:18:03,15,AVENIDA,CORDOBA AV.,2,Point (106454.66355436 103285.14730222),-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO,PEATON,M,82
2017-0016,1,2017/02/03,2017,2,3,5:12:21,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,1,Point (107547.76713701 100705.57738660),-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,27
2017-0017,1,2017/02/06,2017,2,6,8:00:00,8,AVENIDA,"JUSTO, JUAN B. AV.",14,Point (103145.91571023 105359.30690018),-58.42901200,-34.58095431,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,32
2017-0018,1,2017/02/09,2017,2,9,7:00:00,7,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,30
2017-0021,1,2017/02/18,2017,2,18,5:30:00,5,CALLE,SARMIENTO,1,Point (107308.24054153 102678.45528316),-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,43
2017-0024,1,2017/02/23,2017,2,23,20:50:00,20,AVENIDA,RIVADAVIA AV.,7,Point (99762.20699423 99968.05446003),-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,39
2017-0025,1,2017/02/24,2017,2,24,17:05:00,17,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",7,Point (102489.38230491 97228.94942016),-58.43614426,-34.65424640,MOTO-SD,MOTO,SD,CONDUCTOR,M,23
2017-0026,2,2017/02/26,2017,2,26,5:15:00,5,AVENIDA,"MORENO, PERITO AV.",4,Point (104113.67806500 97722.68219304),-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,F,23
2017-0026,2,2017/02/26,2017,2,26,5:15:00,5,AVENIDA,"MORENO, PERITO AV.",4,Point (104113.67806500 97722.68219304),-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,M,19
2017-0027,1,2017/02/26,2017,2,26,21:57:00,21,AVENIDA,CASEROS AV.,1,Point (107333.53318866 99701.77552382),-58.38332245,-34.63193250,PEATON-AUTO,PEATON,AUTO,PEATON,M,SD
2017-0028,1,2017/02/28,2017,2,28,9:20:00,9,AVENIDA,GAONA AV.,6,Point (100783.70757056 101919.87125456),-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO,PEATON,M,87
2017-0029,1,2017/03/07,2017,3,7,2:15:00,2,CALLE,MOZART,9,Point (98009.35575364 97985.81952007),-58.48501341,-34.64742455,SD-AUTO,SD,AUTO,SD,M,34
2017-0030,1,2017/03/07,2017,3,7,8:00:00,8,AVENIDA,MOZART,9,Point (99375.77435905 96732.87189547),-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,F,27
2017-0031,1,2017/03/11,2017,3,11,1:30:00,1,CALLE,24 DE NOVIEMBRE,3,Point (104889.75647602 100057.93817815),-58.40997560,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,M,70
2017-0032,1,2017/03/12,2017,3,12,5:00:00,5,GRAL PAZ,"PAZ, GRAL. AV.",8,Point (97652.09135282 93973.55833508),-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,F,40
2017-0033,1,2017/03/12,2017,3,12,7:30:00,7,GRAL PAZ,"PAZ, GRAL. AV.",11,Point (94371.21426086 102884.21739121),-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,M,28
2017-0034,1,2017/03/13,2017,3,13,7:50:00,7,CALLE,GODOY CRUZ,14,Point (103464.34360929 105543.78205193),-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO,PEATON,M,43
2017-0035,3,2017/03/23,2017,3,23,5:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,M,28
2017-0035,3,2017/03/23,2017,3,23,5:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,M,32
2017-0035,3,2017/03/23,2017,3,23,5:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,M,30
2017-0036,2,2017/03/29,2017,3,29,18:00:00,18,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,F,SD
2017-0036,2,2017/03/29,2017,3,29,18:00:00,18,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,20
2017-0037,1,2017/03/31,2017,3,31,3:00:00,3,AVENIDA,INDEPENDENCIA AV.,1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,41
2017-0038,1,2017/04/01,2017,4,1,19:00:00,19,AVENIDA,CASTA?ARES AV.,7,Point (101662.32423755 98406.44885071),-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,F,40
2017-0040,1,2017/04/03,2017,4,3,9:40:00,9,AVENIDA,"GUIRALDES, INT.",13,Point (102290.82648731 109281.08885461),-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,M,43
2017-0041,1,2017/04/03,2017,4,3,23:15:00,23,CALLE,"FERNANDEZ MORENO, BALDOMERO",7,Point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,17
2017-0042,1,2017/04/10,2017,4,10,9:00:00,9,GRAL PAZ,"LUGONES, LEOPOLDO AV.",14,0,0,0,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,SD
2017-0045,1,2017/04/14,2017,4,14,6:15:00,6,CALLE,NOGOYA,10,Point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,M,21
2017-0047,1,2017/04/23,2017,4,23,6:30:00,6,AVENIDA,ARGENTINA AV.,8,Point (99648.31069819 95261.11808541),-58.46713742,-34.67198790,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,37
2017-0049,1,2017/04/27,2017,4,27,18:16:00,18,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,22
2017-0050,2,2017/04/28,2017,4,28,11:08:08,11,AUTOPISTA,AUTOPISTA PERITO MORENO,9,0,0,0,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,46
2017-0050,2,2017/04/28,2017,4,28,11:08:08,11,AUTOPISTA,AUTOPISTA PERITO MORENO,9,0,0,0,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,M,16
2017-0051,1,2017/05/01,2017,5,1,3:47:47,3,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,7,0,0,0,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,M,33
2017-0052,1,2017/05/05,2017,5,5,3:40:00,3,GRAL PAZ,"PAZ, GRAL. AV.",8,Point (97173.99360188 94265.65054023),-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,PEATON,F,47
2017-0053,1,2017/05/05,2017,5,5,20:16:22,20,CALLE,VIEYTES,4,Point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,28
2017-0054,1,2017/05/07,2017,5,7,21:00:00,21,AVENIDA,DE LOS CONSTITUYENTES AV.,15,Point (97843.76024114 104700.29820723),-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,F,20
2017-0055,1,2017/05/09,2017,5,9,8:30:00,8,AVENIDA,DE LOS CONSTITUYENTES AV.,12,Point (97032.68537217 105507.05805581),-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,M,32
2017-0058,1,2017/05/09,2017,5,9,23:10:00,23,AVENIDA,CORDOBA AV.,1,Point (107271.27725903 103337.46347012),-58.38403232,-34.59915940,PEATON-MOTO,PEATON,MOTO,PEATON,M,80
2017-0059,1,2017/05/11,2017,5,11,9:24:00,9,CALLE,BRASIL,1,Point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,39
2017-0060,1,2017/05/13,2017,5,13,7:20:00,7,AVENIDA,ESCALADA AV.,8,Point (100333.14201607 95123.00813458),-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,M,30
2017-0061,1,2017/05/15,2017,5,15,13:29:30,13,AVENIDA,PARAGUAY,2,Point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,PEATON,M,47
2017-0062,1,2017/05/15,2017,5,15,16:00:00,16,AVENIDA,"JUSTO, JUAN B. AV.",10,Point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,35
2017-0063,1,2017/05/17,2017,5,17,10:13:00,10,AVENIDA,CHILE,1,Point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,79
2017-0064,1,2017/05/20,2017,5,20,5:00:00,5,CALLE,MAIPU,1,Point (107958.58079244 102597.49225224),-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,PASAJERO_ACOMPAÑANTE,M,61
2017-0065,1,2017/05/22,2017,5,22,16:00:00,16,AVENIDA,SUAREZ AV.,4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,M,21
2017-0066,1,2017/05/22,2017,5,22,18:10:00,18,AVENIDA,SAN MARTIN AV.,15,Point (100300.69930045 102792.78597597),-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,10
2017-0067,1,2017/05/23,2017,5,23,2:45:00,2,AVENIDA,DIRECTORIO AV.,6,Point (102703.30911569 100138.40769771),-58.43381970,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,21
2017-0068,1,2017/05/27,2017,5,27,19:50:00,19,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",8,Point (102520.03961549 96105.29592085),-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,M,32
2017-0069,1,2017/05/24,2017,5,24,14:15:00,14,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (94644.00300729 96592.22735507),-58.52173071,-34.65997463,MOTO-SD,MOTO,SD,CONDUCTOR,M,39
2017-0070,1,2017/05/30,2017,5,30,13:20:00,13,CALLE,NUEVA YORK,11,Point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,PEATON,M,80
2017-0072,1,2017/06/03,2017,6,3,23:20:00,23,AVENIDA,DE LOS CONSTITUYENTES AV.,12,Point (97389.59663507 105213.53381695),-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,M,25
2017-0073,1,2017/06/04,2017,6,4,9:00:00,9,AVENIDA,CORRIENTES AV.,3,Point (105089.38820014 102773.44772064),-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,19
2017-0074,1,2017/06/04,2017,6,4,12:50:00,12,CALLE,CASCO,9,Point (94281.31244858 99043.29027489),-58.52567073,-34.63787791,SD-SD,SD,SD,SD,M,70
2017-0075,1,2017/06/12,2017,6,12,22:38:00,22,AVENIDA,DE MAYO AV.,1,Point (107498.83241886 102238.54924157),-58.38154200,-34.60906385,PEATON-MOTO,PEATON,MOTO,PEATON,M,55
2017-0076,1,2017/06/13,2017,6,13,14:50:00,14,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",2,Point (107160.34141948 105678.38284277),-58.38526125,-34.57805810,PEATON-CARGAS,PEATON,CARGAS,PEATON,F,30
2017-0077,1,2017/06/17,2017,6,17,23:45:00,23,CALLE,FRAY JUSTO SANTAMARIA DE ORO,14,Point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,F,60
2017-0079,1,2017/06/19,2017,6,19,16:26:00,16,CALLE,MEXICO,3,Point (105202.26736061 101269.73269565),-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,33
2017-0080,1,2017/06/22,2017,6,22,10:15:00,10,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,Point (97070.50716478 98268.08001276),-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,PEATON,F,95
2017-0082,1,2017/06/25,2017,6,25,22:40:00,22,AVENIDA,ENTRE RIOS AV.,4,Point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,PEATON,M,36
2017-0083,1,2017/07/04,2017,7,4,0:25:00,0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,37
2017-0084,1,2017/07/05,2017,7,5,12:49:00,12,AVENIDA,DEL LIBERTADOR AV.,2,Point (107180.90591568 104682.54945160),-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,73
2017-0085,1,2017/07/07,2017,7,7,14:15:00,14,AVENIDA,TACUARI,4,Point (108315.72323297 99748.45783960),-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,84
2017-0086,1,2017/07/09,2017,7,9,7:30:00,7,AVENIDA,RIVADAVIA AV.,9,Point (94914.28538682 98912.56901137),-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,PEATON,F,30
2017-0087,1,2017/07/10,2017,7,10,10:45:00,10,CALLE,24 DE NOVIEMBRE,3,Point (104800.65774098 101563.94663965),-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,PEATON,F,73
2017-0088,1,2017/07/10,2017,7,10,22:30:00,22,AVENIDA,PASEO COLON AV.,1,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,43
2017-0089,1,2017/07/13,2017,7,13,12:05:00,12,CALLE,"LEGUIZAMON, MARTINIANO",9,Point (95246.78684010 97935.32361317),-58.51514709,-34.64787051,SD-AUTO,SD,AUTO,SD,M,23
2017-0090,1,2017/07/15,2017,7,15,5:15:00,5,GRAL PAZ,CHIVILCOY AV.,11,Point (94866.55993974 104164.40879727),-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,PEATON,M,22
2017-0091,1,2017/07/15,2017,7,15,13:00:00,13,GRAL PAZ,SUPERI,12,Point (97850.57417090 109546.39428377),-58.48671535,-34.54321216,MOTO-SD,MOTO,SD,CONDUCTOR,M,58
